method,seed,round,rho,proxy_R,true_R,reward_gap,proxy_unc_mean,proxy_unc_max,alpha_S,alpha_T
price_rl,0,0,1.0,0.5152997067198157,0.5004775668132294,0.014822139906586318,0.028758896453513712,0.06664759372869028,3.216028394971566,1.2437701129300403
price_rl,0,1,0.7646120398187175,0.5404818286187947,0.49971085747403216,0.040770971144762524,0.028739000944637216,0.11737160015788889,2.842058513724188,1.4074305580564785
price_rl,0,2,0.7611036182797363,0.5700283944606781,0.49003322537645355,0.07999516908422455,0.02839934549570553,0.07260505712532586,2.9865474639233685,1.3393391694988428
price_rl,0,3,0.7245156341212983,0.5769425183534622,0.4888917828828492,0.08805073547061304,0.02500138873498705,0.06227733940828863,3.039156970410166,1.316154459590206
price_rl,0,4,0.8263687788557115,0.6033355854451656,0.500479517969546,0.1028560674756196,0.02941023004052785,0.06328796763396954,3.5016832411025924,1.142307777313547
price_rl,0,5,0.7805917916253542,0.619536442682147,0.5044579050405442,0.11507853764160281,0.029958688838742385,0.07257118501009722,3.5788066140859565,1.1176910158420557
price_rl,0,6,1.0,0.6671196892857552,0.49998193865149954,0.16713775063425562,0.03445550866384144,0.08321916100242666,4.662657446565264,0.857879877696482
price_rl,0,7,0.7649823933095194,0.6916649397462606,0.5034323398368805,0.18823259990938013,0.03561971705312577,0.06788353822956479,4.121918979901455,0.9704217912831538
price_rl,0,8,0.5693296452768251,0.6962362499907613,0.4941506849063109,0.20208556508445036,0.033792924527765195,0.06455109689911732,3.6090522194114545,1.1083242238740172
price_rl,0,9,0.7707648147459053,0.7116403616964817,0.5067819173581445,0.20485844433833722,0.03770843818859877,0.06720949045235058,4.431218199371172,0.9026863088275893
price_rl,0,10,1.0,0.7322398470714688,0.4906592734054652,0.2415805736660036,0.03855646051454155,0.0695413484928902,5.81593127584758,0.6877660361310001
price_rl,0,11,0.5985761021233678,0.739441161043942,0.5014010561662072,0.23804010487773475,0.04009817858307226,0.07440901848110935,4.389644396731665,0.9112355440404747
delta_cs,0,0,nan,0.5143172573298216,0.5148489908151561,-0.000531733485334529,0.01545062800991154,,,
delta_cs,0,1,nan,0.5919926073402166,0.5391531317443006,0.05283947559591606,0.02385318489297203,,,
delta_cs,0,2,nan,0.5915677212178707,0.5313536705337377,0.06021405068413299,0.030346315104933824,,,
delta_cs,0,3,nan,0.6152887688949704,0.5247999563012573,0.09048881259371311,0.032711881333981056,,,
delta_cs,0,4,nan,0.6513337539508939,0.5021899464979802,0.14914380745291367,0.03774219840274906,,,
delta_cs,0,5,nan,0.6239999495446682,0.5171085005872592,0.10689144895740899,0.03976391919625033,,,
delta_cs,0,6,nan,0.6293109618127346,0.5117316202689604,0.11757934154377425,0.03716887774008572,,,
delta_cs,0,7,nan,0.6970015075057745,0.5060543616556895,0.190947145850085,0.05299417262023222,,,
delta_cs,0,8,nan,0.7187642399221659,0.4759107351779673,0.2428535047441986,0.062097419828412874,,,
delta_cs,0,9,nan,0.729364468716085,0.519227220855387,0.21013724786069798,0.06239069375510983,,,
delta_cs,0,10,nan,0.6645532744005322,0.5064666638681774,0.15808661053235484,0.04423665302507163,,,
delta_cs,0,11,nan,0.6620340403169394,0.5066652492527692,0.15536879106417012,0.046300902239322796,,,
price_rl,1,0,1.0,0.48913991125300527,0.4973926437498192,-0.008252732496813908,0.03100263313572018,0.06860158561942574,3.216028394971566,1.2437701129300403
price_rl,1,1,0.7687065533709089,0.5128907253965735,0.49912454824840263,0.01376617714817091,0.026507936015580855,0.06767633973477125,2.853135047186427,1.4019665854739456
price_rl,1,2,0.6474399377861835,0.5424099927768111,0.5043715739482636,0.03803841882854753,0.03149756303888542,0.08161426542743022,2.6830559698083833,1.4908373306449025
price_rl,1,3,0.7133541875980546,0.576813381165266,0.5020579786296772,0.07475540253558888,0.031521036115716376,0.07812822452211565,2.941921552116572,1.3596555615571027
price_rl,1,4,0.8364375395886574,0.594134452752769,0.5108378376384415,0.08329661511432751,0.028226628302599685,0.07310612412568186,3.4509963240117103,1.159085558036783
price_rl,1,5,0.6774081393360062,0.634335489012301,0.5055561760125149,0.12877931299978607,0.02868897115283679,0.06332976402206789,3.173618934959828,1.2603907658657298
price_rl,1,6,0.7140073177990133,0.6460201628506184,0.4984199162641888,0.14760024658642956,0.028246856886358584,0.07067412239226051,3.4045861964403388,1.1748858067339272
price_rl,1,7,0.6763890723617733,0.6672014920040965,0.48387011451681916,0.18333137748727735,0.03149385753727703,0.0747105345980857,3.4287217853771104,1.1666155058305663
price_rl,1,8,0.7337380762082583,0.7122280234470963,0.5067734074930778,0.2054546159540186,0.03222426715297663,0.06837779663955078,3.7507165529895037,1.0664628860882077
price_rl,1,9,0.7821004647648786,0.7301465217024088,0.5055466562660058,0.22459986543640298,0.03615969257600989,0.07127974272469119,4.114999805637518,0.9720535088531551
price_rl,1,10,0.6941139465746301,0.7502734288573265,0.5164053879531363,0.23386804090419022,0.03714616983621695,0.06593956581258786,4.00471207907818,0.9988233663281818
price_rl,1,11,0.8907102386030721,0.7679380504414439,0.5071673404176948,0.2607707100237491,0.041430393279666564,0.07239994685858189,5.018148065130545,0.7971068107365505
delta_cs,1,0,nan,0.49109403509646654,0.4884418726193327,0.002652162477133846,0.012671382155367847,,,
delta_cs,1,1,nan,0.5529906833544374,0.5127110527003453,0.040279630654092013,0.02393102182924866,,,
delta_cs,1,2,nan,0.5958662489429116,0.4969862227833727,0.09888002615953895,0.03077532138448668,,,
delta_cs,1,3,nan,0.623777449131012,0.501247897778822,0.12252955135219001,0.037429401533740636,,,
delta_cs,1,4,nan,0.6464129788801074,0.5041333931686802,0.14227958571142718,0.0423315020190671,,,
delta_cs,1,5,nan,0.6364358896389604,0.5154467744421379,0.12098911519682243,0.031114357593692854,,,
delta_cs,1,6,nan,0.6082446118816733,0.49567984639406154,0.1125647654876118,0.02993015957302765,,,
delta_cs,1,7,nan,0.6451404774561524,0.49436341994215893,0.1507770575139935,0.03768942278237903,,,
delta_cs,1,8,nan,0.6767040034756064,0.4965403087169156,0.18016369475869082,0.04937234551387791,,,
delta_cs,1,9,nan,0.6168629983440042,0.5076422829636652,0.10922071538033895,0.04294250748947054,,,
delta_cs,1,10,nan,0.5829284731298685,0.4927764277817961,0.09015204534807242,0.03709707741245495,,,
delta_cs,1,11,nan,0.7118799416348338,0.5460555886709308,0.16582435296390297,0.08179809057903575,,,
price_rl,2,0,1.0,0.49488682951778173,0.5032508541495592,-0.008364024631777434,0.032712316516712664,0.07301373914773308,3.216028394971566,1.2437701129300403
price_rl,2,1,0.707670062741948,0.5257773641496897,0.4930555791143352,0.0327217850353545,0.03198468704465277,0.11747041494396195,2.692402022021093,1.4856622329370184
price_rl,2,2,0.8073940797174033,0.5498482924886048,0.5050551848263728,0.04479310766223199,0.029000783836518978,0.08455064438279843,3.085474853465328,1.2963968886369501
price_rl,2,3,0.7330747640582073,0.5739492736756802,0.5122320222559638,0.0617172514197164,0.033225346374636616,0.08574761032726771,3.0574493875665336,1.3082800376897343
price_rl,2,4,0.8277084159883982,0.6134049938991666,0.499397076095308,0.1140079178038586,0.03734013840403062,0.09193538773515697,3.504675580178354,1.1413324595928616
price_rl,2,5,0.5986049223490725,0.6408285964280367,0.4896148309244017,0.15121376550363497,0.04103047462084959,0.09427524512787311,3.0101542439731253,1.3288355598417343
price_rl,2,6,0.9243555007355457,0.6598047614097595,0.4968675251712896,0.1629372362384699,0.042780483038978245,0.09376686607022987,4.183613535355778,0.9561112579343055
price_rl,2,7,0.5581384618794664,0.6999105084687471,0.5079357274829763,0.1919747809857708,0.05040529129634072,0.11472283232257152,3.2160061655501266,1.2437787100186621
price_rl,2,8,0.6875268408093533,0.7127173328772187,0.4981982530986528,0.21451907977856594,0.05258136970486545,0.09719010519563023,3.6791690344351315,1.0872020183258926
price_rl,2,9,0.6552525770400875,0.7373001743108034,0.5011469547205738,0.2361532195902296,0.05133407484071294,0.09653340152447595,3.704438659653266,1.0797857293645667
price_rl,2,10,0.6306277576936369,0.7560940887778997,0.513777382359716,0.2423167064181837,0.05915289258515849,0.09576104883008464,3.732912184075724,1.0715494506041823
price_rl,2,11,0.5449902420245302,0.7700020568445325,0.5039683422349339,0.26603371460959857,0.061050643660639344,0.11107249500314988,3.532333098649648,1.1323960363560088
delta_cs,2,0,nan,0.5071516544558108,0.5042250254353666,0.0029266290204441603,0.014140455978667319,,,
delta_cs,2,1,nan,0.567549666389823,0.5238568889142531,0.04369277747556988,0.02601961081466319,,,
delta_cs,2,2,nan,0.6087609808892012,0.5007006168230321,0.10806036406616903,0.03293457316497765,,,
delta_cs,2,3,nan,0.6182672125287354,0.5046518724327069,0.11361534009602847,0.039409040194053016,,,
delta_cs,2,4,nan,0.6820191564038396,0.49503804799056605,0.18698110841327353,0.05371406337170208,,,
delta_cs,2,5,nan,0.6656906283460557,0.5100209177228012,0.15566971062325452,0.049305041045422424,,,
delta_cs,2,6,nan,0.7175685241818428,0.4976734284022165,0.2198950957796263,0.06500640296896067,,,
delta_cs,2,7,nan,0.7010267083533108,0.5633122645565143,0.13771444379679654,0.06041879472251526,,,
delta_cs,2,8,nan,0.7152471374720335,0.5759922986765253,0.13925483879550815,0.0632854752545837,,,
delta_cs,2,9,nan,0.6890937923453748,0.5157671928096269,0.17332659953574792,0.05703839372784722,,,
delta_cs,2,10,nan,0.7178009431809187,0.5255989111995497,0.19220203198136898,0.06054057657335062,,,
delta_cs,2,11,nan,0.6291109379380941,0.49832460229808856,0.13078633564000558,0.0462717738235089,,,
price_rl,3,0,1.0,0.5107841035351157,0.510447836544682,0.0003362669904337645,0.0294853967475702,0.08681455955070716,3.216028394971566,1.2437701129300403
price_rl,3,1,0.7577045272106041,0.524839039426297,0.4917883652155036,0.03305067421079333,0.029897061513766705,0.07074736366235582,2.8234695946807182,1.4166966796935971
price_rl,3,2,1.0,0.5553088346496224,0.5025307590009283,0.05277807564869419,0.03090283950973128,0.10859214674974937,3.7422539338135716,1.068874552808278
price_rl,3,3,0.8128919414422859,0.5830579837784171,0.49693499983333267,0.08612298394508444,0.02928978225628083,0.08896067840249385,3.4623080403698085,1.15529870634294
price_rl,3,4,0.6553363785539279,0.6025672410614789,0.49360345671020733,0.10896378435127152,0.03203059428033022,0.10247504377036805,3.1735030280039815,1.260436799556437
price_rl,3,5,0.8353355528686526,0.6271297112107277,0.49450540554916844,0.13262430566155925,0.033463085741982354,0.08578216390566301,3.8841436127683076,1.02982803901762
price_rl,3,6,0.9063547099862238,0.6522927097976208,0.4989537658551034,0.15333894394251735,0.036830001847532004,0.0802620296396565,4.4434799192714864,0.90019535874392
price_rl,3,7,0.685545262593955,0.6782337077893317,0.48969071953062265,0.18854298825870902,0.03552955583580086,0.08357584220967676,3.9076641916098422,1.0236294123196186
price_rl,3,8,0.6231895082362017,0.6854931730777025,0.497100487260603,0.1883926858170995,0.03722903587447141,0.08130401808075083,3.822141577518355,1.0465337086223596
price_rl,3,9,0.8658605083134013,0.7045577298849821,0.5051715097479853,0.1993862201369968,0.040394895777048655,0.11214081702237257,4.933191983193188,0.8108340428727557
price_rl,3,10,0.617684087951248,0.7201462285593152,0.5017681576746141,0.21837807088470107,0.044579954638468866,0.08106014128617436,4.192892131288605,0.9539954462817712
price_rl,3,11,0.5901040930152447,0.7247350849211216,0.48860215545357755,0.23613292946754405,0.04013258705736994,0.08695000160120418,4.181736389035378,0.9565404482425303
delta_cs,3,0,nan,0.49596305191516876,0.4959207453042019,4.2306610966880154e-05,0.014274412482123761,,,
delta_cs,3,1,nan,0.5659753503277898,0.5073721657251815,0.05860318460260827,0.02410663442513101,,,
delta_cs,3,2,nan,0.6002230923622847,0.49616620461093053,0.10405688775135413,0.02906319365567645,,,
delta_cs,3,3,nan,0.6099156010895967,0.49087555313408393,0.11904004795551282,0.024261292798855798,,,
delta_cs,3,4,nan,0.6184552679769695,0.4994448415279285,0.11901042644904097,0.024857843453776847,,,
delta_cs,3,5,nan,0.6345767788589001,0.48609417583809167,0.1484826030208084,0.02909358698288629,,,
delta_cs,3,6,nan,0.6639087330549955,0.4823631885960097,0.18154554445898585,0.03436852219469701,,,
delta_cs,3,7,nan,0.636792482342571,0.5268142014213087,0.10997828092126227,0.03132616082360493,,,
delta_cs,3,8,nan,0.6890640617348254,0.5817269904011202,0.10733707133370518,0.04114151851975734,,,
delta_cs,3,9,nan,0.6127951107919216,0.5142605519523564,0.09853455883956519,0.02950899011193344,,,
delta_cs,3,10,nan,0.6183553910814226,0.5134147721568607,0.10494061892456186,0.03060519748050028,,,
delta_cs,3,11,nan,0.6288433647714555,0.5038072738489079,0.12503609092254764,0.03471229867482218,,,
price_rl,4,0,1.0,0.4983785073272884,0.5136430708691467,-0.015264563541858345,0.03277723358887305,0.08421271321569325,3.216028394971566,1.2437701129300403
price_rl,4,1,0.8515584102928633,0.526636934839189,0.505304999966396,0.021331934872793057,0.030528610011534497,0.08886199479475271,3.0867775119316385,1.2958497930409267
price_rl,4,2,0.723009206952394,0.5555425300262868,0.5086136707988085,0.04692885922747836,0.034623647869353735,0.11067365555403642,2.9309236411011623,1.3647574927940398
price_rl,4,3,0.8026839866349701,0.5824732109904289,0.5063654824661137,0.07610772852431524,0.03335306669446944,0.08376461537811457,3.3055751795626693,1.210076849781164
price_rl,4,4,0.7325226501484989,0.6146534723229706,0.5113430359435989,0.10331043637937176,0.03793577091231802,0.09017157260091667,3.2854184273743754,1.217500932810163
price_rl,4,5,0.7697722543901613,0.6604735245928168,0.5002619883366768,0.16021153625614004,0.04997964269039587,0.12190009005647333,3.565790159895408,1.1217710018352085
price_rl,4,6,0.8543410598145678,0.7056932784616947,0.4894012338379334,0.21629204462376134,0.062254876138387455,0.1383585461686695,4.078301036491244,0.9808005746043185
price_rl,4,7,0.4942649892466438,0.7657455345615745,0.5006615208842173,0.2650840136773571,0.08422210520516224,0.15021591994512065,3.1095450645349607,1.2863618043748173
price_rl,4,8,0.6274517481243963,0.7949611414223909,0.511987464091165,0.2829736773312259,0.09173811997641931,0.15009643597835634,3.5249168691776926,1.1347785347724062
price_rl,4,9,0.5813278702921131,0.8141381032764912,0.5063870698339289,0.30775103344256227,0.0962524626400284,0.14651411771031891,3.460902933480785,1.1557677510409172
price_rl,4,10,0.6656546618322658,0.8623837204650044,0.508347743211511,0.35403597725349345,0.11260106507572341,0.1580550561289642,3.8110530593529774,1.0495786696496692
price_rl,4,11,0.7936978033360326,0.8694360191002488,0.5201270900410095,0.34930892905923927,0.11719969339326072,0.15635548709523758,4.448991588955656,0.8990801443477102
delta_cs,4,0,nan,0.497629530262202,0.5008126913193415,-0.0031831610571394497,0.014959613329122908,,,
delta_cs,4,1,nan,0.5985733540728688,0.5346975085308614,0.06387584554200743,0.027967096878394958,,,
delta_cs,4,2,nan,0.6255385573022068,0.49326645169045713,0.13227210561174962,0.03566317828928746,,,
delta_cs,4,3,nan,0.6526087252423167,0.511237390540966,0.14137133470135077,0.03983937428909638,,,
delta_cs,4,4,nan,0.6658277115784585,0.4932728377598825,0.17255487381857604,0.04443090620576609,,,
delta_cs,4,5,nan,0.6974947564303875,0.5254506237385754,0.17204413269181207,0.05335794722339531,,,
delta_cs,4,6,nan,0.6649556048214436,0.5068514350046067,0.15810416981683684,0.05257930233274061,,,
delta_cs,4,7,nan,0.6756126042455435,0.504982026931187,0.1706305773143565,0.04917894072901884,,,
delta_cs,4,8,nan,0.7582747945562005,0.4833387254436725,0.274936069112528,0.06703529586406123,,,
delta_cs,4,9,nan,0.6848047613166273,0.500997502876261,0.18380725844036627,0.052477049713387916,,,
delta_cs,4,10,nan,0.6822185958735645,0.49925159541463615,0.18296700045892833,0.05231601817588842,,,
delta_cs,4,11,nan,0.6833070083521307,0.4848810081743796,0.19842600017775103,0.0472384136602694,,,
price_rl,5,0,1.0,0.4862581230700016,0.5053507719435019,-0.019092648873500262,0.02850952298320679,0.10000394740723942,3.216028394971566,1.2437701129300403
price_rl,5,1,0.6686409455786516,0.5235169902443886,0.48354882379015285,0.03996816645423573,0.0277519143166233,0.0763109260330215,2.5944020829114858,1.541781062521784
price_rl,5,2,0.5767938207867745,0.5624478426761925,0.4959969368792906,0.06645090579690194,0.02820412443673647,0.07986329631561034,2.4591837831564294,1.6265559440481878
price_rl,5,3,0.8281600067759438,0.586276956833899,0.5005872360832144,0.0856897207506846,0.02920679451629172,0.06704559051752391,3.1708070337595564,1.2615084921321396
price_rl,5,4,0.6471575648288648,0.6072814669460058,0.5025787887636796,0.10470267818232626,0.0332774749386819,0.10475350132734947,2.85098862979307,1.4030220809019247
price_rl,5,5,0.6045754546105342,0.6294406969100237,0.49891813720795763,0.13052255970206605,0.03636047263122287,0.11038648986724442,2.8197390072150856,1.4185710059565402
price_rl,5,6,0.6491394091890257,0.6598781002685428,0.5049383576658786,0.1549397426026642,0.042924316117927894,0.10238034249594688,3.0038511371755314,1.3316239112172283
price_rl,5,7,0.7112843285879589,0.699774612672627,0.5069277252493805,0.19284688742324652,0.053374886902055135,0.122519621049588,3.2830101594332497,1.2183940364931813
price_rl,5,8,0.8208370447486881,0.7363955052569509,0.49088907176865115,0.2455064334882997,0.06053681515409818,0.09843689921041919,3.8003481431064277,1.0525351492482937
price_rl,5,9,0.6385833201470785,0.7417889153584838,0.5016956116327331,0.24009330372575066,0.060582045207242446,0.11703812488179381,3.4079776461625655,1.1737166188587125
price_rl,5,10,0.5939007634685175,0.7693362226709723,0.49594599746572854,0.2733902252052438,0.07209173814931835,0.133045273379958,3.3581401196721297,1.1911355266469756
price_rl,5,11,0.5970555503840859,0.7847565058618784,0.493130763952469,0.2916257419094094,0.07707795402305471,0.12869052562312588,3.432073114540152,1.1654763364608396
delta_cs,5,0,nan,0.49117875611409545,0.48907192708254177,0.002106829031553681,0.015304604114580784,,,
delta_cs,5,1,nan,0.5707253767177463,0.5240494685318384,0.04667590818590783,0.024801878932596333,,,
delta_cs,5,2,nan,0.6313198283314705,0.5726177818156832,0.058702046515787254,0.03139019773852579,,,
delta_cs,5,3,nan,0.6084204353392124,0.5262844524567116,0.08213598288250079,0.028360917508104006,,,
delta_cs,5,4,nan,0.6026809527538717,0.5299434688019549,0.07273748395191681,0.040461628195936794,,,
delta_cs,5,5,nan,0.6761887008324265,0.6881424862858367,-0.011953785453410193,0.07014709398465435,,,
delta_cs,5,6,nan,0.6883345665410161,0.4968451683564927,0.19148939818452343,0.06681245543196843,,,
delta_cs,5,7,nan,0.6036694338545203,0.5111293091637592,0.09254012469076112,0.03825193118052613,,,
delta_cs,5,8,nan,0.6482282569631934,0.497112170911609,0.15111608605158444,0.05411503677541209,,,
delta_cs,5,9,nan,0.6704279561527073,0.4900368466912547,0.18039110946145265,0.05478619997128193,,,
delta_cs,5,10,nan,0.7094185808673501,0.48384356906510145,0.22557501180224865,0.06836673330402893,,,
delta_cs,5,11,nan,0.6380736385472119,0.5014072736946158,0.1366663648525961,0.044750408073495555,,,
price_rl,6,0,1.0,0.48689193185418844,0.49138411614198124,-0.0044921842877928,0.03089481081993374,0.1136496624699407,3.216028394971566,1.2437701129300403
price_rl,6,1,1.0,0.5109798023477197,0.5121692710976755,-0.0011894687499558465,0.032042515511759066,0.07829847371485195,3.5542610538280766,1.1254097376139114
price_rl,6,2,0.7230203394428445,0.5310744042508304,0.4980264530403157,0.03304795121051474,0.027536533747668367,0.0808545267558337,3.0192742955716545,1.3248216652149718
price_rl,6,3,1.0,0.5545040210708976,0.506196899445174,0.04830712162572359,0.03240152372260942,0.06246770966814948,4.107239911145052,0.9738900299312794
price_rl,6,4,0.6807291242857643,0.5705792922526598,0.49939263439450476,0.07118665785815503,0.033546024781837214,0.07146887663659271,3.3516203535342584,1.193452592499634
price_rl,6,5,0.6456504819303828,0.5885217026807368,0.49660872692622027,0.09191297575451651,0.034811979485590956,0.08533384552663582,3.361089008513419,1.1900904706386117
price_rl,6,6,0.584857921237272,0.6017265068367124,0.5039829912845037,0.09774351555220862,0.039745487740568686,0.0809682407132587,3.266248879723694,1.2246464208013375
price_rl,6,7,0.7110122096919625,0.629145392216742,0.497065080054081,0.13208031216266103,0.04708106447165155,0.08878456012565344,3.745145069793993,1.0680494147640656
price_rl,6,8,0.651289436132656,0.6519551337696612,0.4977488060236835,0.1542063277459777,0.05044981075592269,0.09757821280448467,3.691106066674848,1.0836860084065318
price_rl,6,9,0.7918306212384647,0.6666500074788928,0.5001037932853334,0.16654621419355942,0.05038135735206873,0.09785735014893658,4.3479226237748465,0.9199795732627868
price_rl,6,10,0.520759226255056,0.7030277661979198,0.48065517111475187,0.22237259508316798,0.06128833312495075,0.104101554872541,3.5627990014133557,1.1227127880111136
price_rl,6,11,1.0,0.7190194698050618,0.5101792305254207,0.20884023927964113,0.06678524534469714,0.122662916251014,5.640524471587887,0.709153912929296
delta_cs,6,0,nan,0.49072541343048215,0.491636275671928,-0.0009108622414458756,0.014065279332350206,,,
delta_cs,6,1,nan,0.5364006124436855,0.5142736237905429,0.022126988653142665,0.026799902966372316,,,
delta_cs,6,2,nan,0.5493392050266266,0.5056918986628565,0.04364730636377012,0.03214842220160849,,,
delta_cs,6,3,nan,0.589624569285661,0.4984842740869806,0.09114029519868039,0.042563660937133124,,,
delta_cs,6,4,nan,0.6142787532880902,0.5063980515950153,0.10788070169307495,0.043085941578563894,,,
delta_cs,6,5,nan,0.6792819881811738,0.5023917158377075,0.17689027234346633,0.06558781970629682,,,
delta_cs,6,6,nan,0.6355240824632347,0.5012155047561799,0.13430857770705473,0.05188688454185475,,,
delta_cs,6,7,nan,0.6091650063171983,0.5066682339177155,0.10249677239948274,0.04844953726196541,,,
delta_cs,6,8,nan,0.6668326933868229,0.5203159341345517,0.14651675925227126,0.06636563731309011,,,
delta_cs,6,9,nan,0.6152355764061213,0.5006219114617141,0.11461366494440717,0.050086314203864946,,,
delta_cs,6,10,nan,0.74471474904567,0.5119080381150942,0.2328067109305758,0.09331347301902171,,,
delta_cs,6,11,nan,0.6149347475729883,0.49527367425804836,0.11966107331493991,0.054632193620771846,,,
price_rl,7,0,1.0,0.5090502123348415,0.49341992066218077,0.015630291672660723,0.03496019068778436,0.13067018963361438,3.216028394971566,1.2437701129300403
price_rl,7,1,0.6843469037596581,0.5422161417081952,0.5088668542185898,0.03334928748960542,0.03220873103962166,0.07738545901664838,2.6334025075023275,1.5189474410403874
price_rl,7,2,0.7657260867021046,0.5592874903231859,0.5057033058682554,0.05358418445493052,0.029865600156551562,0.08666761214216194,2.95192158689025,1.3550495439189036
price_rl,7,3,0.5463620167192094,0.5610086356755346,0.5153684027480028,0.04564023292753183,0.036861965567478526,0.1290995513765295,2.5274368704681858,1.5826310230486724
price_rl,7,4,0.8861840489438243,0.590060037560761,0.49645491102640327,0.09360512653435771,0.036429684972800386,0.09753671694041541,3.5229863629643208,1.1354003643188413
price_rl,7,5,0.6831784914084287,0.6285266950726509,0.4978499088864562,0.13067678618619472,0.0461320241096151,0.11759995915394433,3.138329206998594,1.274563545175518
price_rl,7,6,0.7668086018806728,0.6542326742783189,0.5031615864302217,0.1510710878480972,0.050051381083287744,0.09924636963980377,3.524627869845273,1.1348715801238884
price_rl,7,7,0.830913100198781,0.6872796081006527,0.5026305170198446,0.18464909108080807,0.05179511503556787,0.10039100414947981,3.951265295649772,1.0123339489261538
price_rl,7,8,0.8250477689171036,0.7196189109236002,0.5067084840569926,0.21291042686660755,0.05636040351327799,0.09814249749890266,4.1981603228144095,0.952798295544472
price_rl,7,9,0.8085300706178199,0.7393995421007276,0.5144857327096758,0.22491380939105177,0.05531948205708931,0.10535147625226528,4.410394544600966,0.9069483375124896
price_rl,7,10,0.7147230704111646,0.7696988163515925,0.5050717523674828,0.26462706398410973,0.0635228093410305,0.10546191516669291,4.291144648918499,0.9321522174760816
price_rl,7,11,0.8198295796048907,0.7840304085984826,0.49633434400472387,0.28769606459375874,0.06143739636315183,0.1057729538953384,4.949810599376529,0.8081117286596449
delta_cs,7,0,nan,0.5059098629280925,0.5069295469746996,-0.0010196840466071277,0.013982144281434322,,,
delta_cs,7,1,nan,0.5950632626190782,0.5140608201517542,0.08100244246732391,0.027746683562545928,,,
delta_cs,7,2,nan,0.618820471689105,0.5002561101047701,0.11856436158433492,0.04137427110557342,,,
delta_cs,7,3,nan,0.6904595708474517,0.5410379373033907,0.14942163354406102,0.05813116678784007,,,
delta_cs,7,4,nan,0.7075069462880492,0.47696350525385744,0.23054344103419178,0.05690465853155759,,,
delta_cs,7,5,nan,0.7049767412245274,0.5637126349984821,0.14126410622604524,0.056940932063941484,,,
delta_cs,7,6,nan,0.7259508054703474,0.4857197791036786,0.24023102636666882,0.062204374478784796,,,
delta_cs,7,7,nan,0.6585796661674976,0.5219908422182657,0.13658882394923189,0.05162971862452249,,,
delta_cs,7,8,nan,0.7587622022256255,0.5614981617911106,0.19726404043451495,0.07880640471902522,,,
delta_cs,7,9,nan,0.7569501381367445,0.5527003358520017,0.20424980228474277,0.07669017705107992,,,
delta_cs,7,10,nan,0.7574508935213089,0.47167622508665996,0.28577466843464894,0.07274666722874752,,,
delta_cs,7,11,nan,0.7717697899788618,0.47936435133466504,0.29240543864419677,0.07722823570419773,,,
